1.69,-1.20,-44.00
1919802,-1.11,-9.23,-3.21,1.84,1.69,-1.20,-44.00
1919806,-1.11,-9.23,-3.21,1.84,1.69,-1.20,-44.00
1919810,-1.11,-9.23,-3.21,1.84,1.69,-1.20,-44.00
1919815,-1.11,-9.23,-3.21,1.84,1.69,-1.20,-44.00
1919819,-1.08,-9.18,-3.22,0.67,0.95,-1.37,-29.00
1919823,-1.08,-9.18,-3.22,0.67,0.95,-1.37,-29.00
1919827,-1.07,-9.30,-3.29,-3.52,0.95,-1.37,-30.00
1919832,-1.07,-9.30,-3.29,-3.52,0.95,-1.37,-30.00
1919837,-1.07,-9.30,-3.29,-3.52,0.95,-1.37,-30.00
1919841,-1.03,-9.32,-3.23,-3.79,1.38,-1.27,-31.00
1919845,-1.09,-9.32,-3.20,-2.18,1.30,-1.09,-31.00
1919849,-1.09,-9.32,-3.20,-2.18,1.30,-1.09,-31.00
1919853,-1.09,-9.32,-3.20,-2.18,1.30,-1.09,-31.00
1919858,-1.09,-9.32,-3.20,-2.18,1.30,-1.09,-31.00
1919862,-1.09,-9.32,-3.20,-2.18,1.30,-1.09,-31.00
1919866,-1.09,-9.32,-3.20,-2.18,1.30,-1.09,-31.00
1919870,-1.09,-9.32,-3.20,-2.18,1.30,-1.09,-31.00
1919876,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919880,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919884,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919888,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919893,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919897,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919901,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919905,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919909,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919915,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919919,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919923,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919927,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919932,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919936,-1.08,-9.33,-3.13,-1.46,1.19,-1.09,-31.00
1919940,-1.05,-9.22,-3.13,-1.55,0.18,-1.15,-31.00
1919944,-1.05,-9.22,-3.13,-1.55,0.18,-1.15,-31.00
1919949,-1.05,-9.22,-3.13,-1.55,0.18,-1.15,-31.00
1919953,-1.05,-9.22,-3.13,-1.55,0.18,-1.15,-31.00
1919958,-1.05,-9.22,-3.13,-1.55,0.18,-1.15,-31.00
1919962,-1.05,-9.22,-3.13,-1.55,0.18,-1.15,-31.00
1919967,-1.05,-9.22,-3.13,-1.55,0.18,-1.15,-31.00
1919971,-1.05,-9.22,-3.13,-1.55,0.18,-1.15,-31.00
1919975,-1.05,-9.22,-3.13,-1.55,0.18,-1.15,-31.00
1919979,-1.05,-9.22,-3.13,-1.55,0.18,-1.15,-31.00
1919983,-1.00,-9.34,-3.12,-0.91,-0.73,-1.71,-31.00
1919988,-1.00,-9.34,-3.12,-0.91,-0.73,-1.71,-31.00
1919992,-1.00,-9.34,-3.12,-0.91,-0.73,-1.71,-31.00
1919996,-1.00,-9.34,-3.12,-0.91,-0.73,-1.71,-31.00
1920002,-1.00,-9.34,-3.12,-0.91,-0.73,-1.71,-31.00
1920006,-1.00,-9.34,-3.12,-0.91,-0.73,-1.71,-31.00
1920010,-1.00,-9.34,-3.12,-0.91,-0.73,-1.71,-31.00
1920015,-1.01,-9.26,-3.24,-0.90,-0.36,-1.75,-31.00
1920019,-1.01,-9.26,-3.24,-0.90,-0.36,-1.75,-31.00
1920023,-1.01,-9.26,-3.24,-0.90,-0.36,-1.75,-31.00
1920028,-1.01,-9.26,-3.24,-0.90,-0.36,-1.75,-31.00
1920032,-1.01,-9.26,-3.24,-0.90,-0.36,-1.75,-31.00
